account_id,follower_count,timestamp,day,cluster_id,cluster_tier,cluster_multiplier,content_quality,reach_24h,likes,comments,shares
49,64797,2024-01-01 08:00:00,0,1,medium,0.9642066561450202,0.6579206794485377,811.5458242345507,70,16,12
81,868084,2024-01-01 08:00:00,0,6,medium,1.0485538432295316,0.9570215593377807,15412.009497376019,797,313,40
74,138485,2024-01-01 08:00:00,0,11,weak,0.6138917368153555,0.48196778102907767,36528.21840950957,1020,383,177
73,8637,2024-01-01 08:00:00,0,1,medium,0.9642066561450202,0.7315982375517992,2389.9902740395128,296,52,36
93,122922,2024-01-01 08:00:00,0,3,strong,1.5930503233038356,0.9914034148234441,88185.21859039002,5282,1070,559
65,356811,2024-01-01 08:00:00,0,3,strong,1.5930503233038356,0.2692900183993711,170284.58027388266,11005,2370,1467
61,70457,2024-01-01 08:00:00,0,3,strong,1.5930503233038356,0.3861887534437684,74509.11084797012,4259,760,647
70,79525,2024-01-01 08:00:00,0,15,medium,1.004973293027726,0.23921742909548527,1329.6210550393876,137,31,17
116,22755,2024-01-02 20:00:00,1,17,medium,1.1991848264382745,1.0,20238.185133314088,913,125,142
146,20906,2024-01-02 20:00:00,1,11,weak,0.6138917368153555,0.4457057952438003,1599.1208715960313,41,20,10
123,15688,2024-01-02 20:00:00,1,16,medium,0.8032338706120044,0.50811737942603,1437.6937827320496,89,15,4
131,34395,2024-01-02 20:00:00,1,5,medium,1.1249184221693924,0.482333175263293,3943.132728760533,220,121,30
135,149819,2024-01-02 20:00:00,1,18,strong,1.3469450415996582,0.07963102939218841,14473.25340436932,644,129,145
137,30430,2024-01-02 20:00:00,1,7,weak,0.5251563387980186,0.496041895287889,4335.469439091299,222,72,4
143,32520,2024-01-02 20:00:00,1,4,weak,0.7170110626873821,0.6051329250817047,1797.0128964306814,52,13,2
149,11601,2024-01-02 20:00:00,1,17,medium,1.1991848264382745,0.426876743107535,3669.4205466675517,201,25,25
164,111005,2024-01-02 20:00:00,1,12,medium,0.9303320079749579,0.49256482098205834,10372.122512709757,455,182,123
156,12220,2024-01-02 20:00:00,1,16,medium,0.8032338706120044,0.9235540912502526,3008.933636971137,186,28,9
163,187150,2024-01-02 20:00:00,1,18,strong,1.3469450415996582,0.5299480501412389,22767.956076705243,1003,207,264
169,63166,2024-01-02 20:00:00,1,19,strong,1.342960220819816,0.5011481082845193,1280.3341383067614,113,10,12
184,146163,2024-01-02 20:00:00,1,14,weak,0.5660353019298114,0.01,183.49122441521024,9,2,1
186,9043,2024-01-02 20:00:00,1,1,medium,0.9642066561450202,0.9260639679090844,2741.076428585598,293,53,44
187,512862,2024-01-02 20:00:00,1,11,weak,0.6138917368153555,0.47899449661918964,88982.86572822108,2337,1323,513
112,13922,2024-01-02 20:00:00,1,16,medium,0.8032338706120044,0.01,16.803226438776786,1,0,0
155,105669,2024-01-02 20:00:00,1,19,strong,1.342960220819816,0.826045177095843,12248.486285261339,996,103,117
106,144081,2024-01-02 20:00:00,1,6,medium,1.0485538432295316,0.5647305219340549,9402.998650982445,488,281,24
24,75827,2024-01-02 20:00:00,1,3,strong,1.5930503233038356,0.6300363330728094,7486.80172946851,495,99,48
96,65701,2024-01-02 20:00:00,1,6,medium,1.0485538432295316,0.4912261045907297,874.2364466271224,38,21,2
103,16569,2024-01-02 20:00:00,1,10,weak,0.7075894724136546,0.09904760264300577,842.3539850379701,42,5,3
4,115387,2024-01-02 20:00:00,1,8,weak,0.6225024375087379,0.25388303155044495,4212.683450717639,198,32,6
7,7817,2024-01-02 20:00:00,1,2,medium,0.9529304658240961,1.0,2340.016451853252,160,24,23
8,20635,2024-01-02 20:00:00,1,15,medium,1.004973293027726,1.0,3297.404879708885,238,96,42
13,18878,2024-01-02 20:00:00,1,13,weak,0.7605451499124486,0.8829956716305623,5388.858531046396,466,56,11
30,4010,2024-01-02 20:00:00,1,2,medium,0.9529304658240961,1.0,975.2059280088057,66,9,9
36,8920,2024-01-02 20:00:00,1,16,medium,0.8032338706120044,0.2872209981493819,82.3923411452612,4,0,0
17,31057,2024-01-02 20:00:00,1,0,strong,1.6444421370419162,0.9069617397029788,8348.49863733189,980,249,166
41,53123,2024-01-02 20:00:00,1,13,weak,0.7605451499124486,0.700799897483295,19094.052510608333,1743,210,38
53,10599,2024-01-02 20:00:00,1,4,weak,0.7170110626873821,0.6581242426226542,1126.3533587332568,29,8,1
54,65540,2024-01-02 20:00:00,1,2,medium,0.9529304658240961,0.5137623961571232,15660.50560741621,911,160,156
55,25955,2024-01-02 20:00:00,1,4,weak,0.7170110626873821,0.34081274048573246,531.582742183669,13,3,0
62,203146,2024-01-02 20:00:00,1,10,weak,0.7075894724136546,0.7125237833024856,49160.12369312778,2008,355,188
77,62931,2024-01-02 20:00:00,1,0,strong,1.6444421370419162,0.3326549707445328,4112.781495392337,605,161,78
40,85079,2024-01-02 20:00:00,1,14,weak,0.5660353019298114,0.8036498635530873,2872.980203549251,130,44,19
92,14222,2024-01-02 20:00:00,1,1,medium,0.9642066561450202,0.2710933366338172,611.0434098556377,68,12,7
133,55827,2024-01-03 18:00:00,2,7,weak,0.5251563387980186,0.6384699589686914,5269.279626374006,224,67,6
127,24031,2024-01-03 18:00:00,2,18,strong,1.3469450415996582,0.8801605385079981,5960.095625091811,251,59,62
124,6174,2024-01-03 18:00:00,2,15,medium,1.004973293027726,0.2254392865394216,136.96798634933592,13,3,1
121,133390,2024-01-03 18:00:00,2,15,medium,1.004973293027726,0.4468181570738934,2346.4551378205,162,58,26
122,15728,2024-01-03 18:00:00,2,7,weak,0.5251563387980186,0.4714455711558124,1019.1617415330128,37,13,1
153,26923,2024-01-03 18:00:00,2,3,strong,1.5930503233038356,1.0,10750.308937105825,698,152,92
117,125574,2024-01-03 18:00:00,2,6,medium,1.0485538432295316,0.6346419574529111,4126.221053808849,219,117,11
123,15688,2024-01-03 18:00:00,2,11,weak,0.6138917368153555,1.0,2736.457727571308,79,38,12
154,22646,2024-01-03 18:00:00,2,8,weak,0.6225024375087379,0.01,78.65202977567047,3,0,0
188,34932,2024-01-03 18:00:00,2,17,medium,1.1991848264382745,0.3281907986064324,1501.7431182332098,71,9,8
166,111640,2024-01-03 18:00:00,2,15,medium,1.004973293027726,0.6405515699946964,5452.0996549127085,476,133,73
173,31111,2024-01-03 18:00:00,2,10,weak,0.7075894724136546,0.4375588875071798,2980.3363819705514,116,27,13
174,53151,2024-01-03 18:00:00,2,5,medium,1.1249184221693924,0.4173260950380691,7417.758711531349,347,178,62
175,217859,2024-01-03 18:00:00,2,9,weak,0.6458972338226908,0.9216713003298688,106653.70214247178,5155,781,416
180,6413,2024-01-03 18:00:00,2,6,medium,1.0485538432295316,0.0965763619731663,827.7290740259334,44,23,2
185,12498,2024-01-03 18:00:00,2,2,medium,0.9529304658240961,0.7284062683409505,3218.113684937922,244,41,28
198,103349,2024-01-03 18:00:00,2,13,weak,0.7605451499124486,0.614809001951294,28991.223947001297,2181,325,68
115,8434,2024-01-03 18:00:00,2,5,medium,1.1249184221693924,0.6564896816520134,917.7494858172773,50,24,8
161,128034,2024-01-03 18:00:00,2,11,weak,0.6138917368153555,0.5902924482559707,46704.20404502159,1240,600,317
107,72608,2024-01-03 18:00:00,2,13,weak,0.7605451499124486,0.862595056657601,22111.61346144464,2099,201,43
171,118477,2024-01-03 18:00:00,2,9,weak,0.6458972338226908,1.0,9686.143625372362,615,57,40
97,26643,2024-01-03 18:00:00,2,4,weak,0.7170110626873821,0.2339829411638144,2262.5489844754425,71,12,3
6,463511,2024-01-03 18:00:00,2,14,weak,0.5660353019298114,0.2930134568563643,54950.7241243107,2736,762,349
8,20635,2024-01-03 18:00:00,2,12,medium,0.9303320079749579,0.6677105362329168,2248.086863170679,118,38,29
16,86336,2024-01-03 18:00:00,2,7,weak,0.5251563387980186,0.6531125114883198,6315.716319734873,301,91,8
17,31057,2024-01-03 18:00:00,2,0,strong,1.6444421370419162,0.9581371500691354,3465.9860940824897,441,105,80
22,5821,2024-01-03 18:00:00,2,6,medium,1.0485538432295316,0.48457460157346505,773.3148094939584,30,16,1
26,75760,2024-01-03 18:00:00,2,11,weak,0.6138917368153555,0.681812562256907,287.0449707144702,9,3,1
102,8660,2024-01-03 18:00:00,2,19,strong,1.342960220819816,0.9612617287195788,2036.5795252333357,197,22,18
32,21334,2024-01-03 18:00:00,2,15,medium,1.004973293027726,0.6613961420465492,14508.339293203404,1345,336,167
40,85079,2024-01-03 18:00:00,2,15,medium,1.004973293027726,0.8143486760412436,14408.725444580305,1113,317,138
4,115387,2024-01-03 18:00:00,2,8,weak,0.6225024375087379,0.5742814766268806,44703.48406745147,2002,276,85
42,50038,2024-01-03 18:00:00,2,10,weak,0.7075894724136546,0.6469453423362576,15271.854424295414,701,134,67
56,31015,2024-01-03 18:00:00,2,8,weak,0.6225024375087379,0.5479387746308534,1687.1151212443533,75,12,2
59,210451,2024-01-03 18:00:00,2,9,weak,0.6458972338226908,0.8165263707992336,47578.79505844193,2734,293,212
66,80247,2024-01-03 18:00:00,2,11,weak,0.6138917368153555,0.9935755658903195,17876.288777210797,506,236,106
74,138485,2024-01-03 18:00:00,2,7,weak,0.5251563387980186,0.5250437054978948,10702.017762541433,478,137,13
84,124910,2024-01-03 18:00:00,2,4,weak,0.7170110626873821,0.6649400877563053,37860.78036569302,1049,205,55
89,94968,2024-01-03 18:00:00,2,12,medium,0.9303320079749579,0.5724042514463925,9321.213733592218,513,160,123
93,122922,2024-01-03 18:00:00,2,17,medium,1.1991848264382745,1.0,54265.213053135274,3540,455,367
41,53123,2024-01-03 18:00:00,2,13,weak,0.7605451499124486,1.0,49136.15906635235,4072,568,99
134,23824,2024-01-04 20:00:00,3,15,medium,1.004973293027726,0.8527245648962938,7120.546984032935,688,174,84
126,115928,2024-01-04 20:00:00,3,17,medium,1.1991848264382745,1.0,53946.680865241506,2760,426,308
119,6786,2024-01-04 20:00:00,3,14,weak,0.5660353019298114,1.0,2620.5020936971237,110,39,18
105,23999,2024-01-04 20:00:00,3,13,weak,0.7605451499124486,0.7614472805256647,7068.525795966891,605,67,17
113,16534,2024-01-04 20:00:00,3,2,medium,0.9529304658240961,0.4624070083365819,109.24230774301874,7,1,1
112,13922,2024-01-04 20:00:00,3,16,medium,0.8032338706120044,0.3759988410755326,923.9574535118986,49,8,2
140,15189,2024-01-04 20:00:00,3,0,strong,1.6444421370419162,0.7473975724977561,6353.5200747642275,781,220,127
117,125574,2024-01-04 20:00:00,3,14,weak,0.5660353019298114,0.514150826342893,5777.101173459676,247,75,39
142,3751,2024-01-04 20:00:00,3,3,strong,1.5930503233038356,0.13945582563332184,114.76827616176055,6,1,0
158,231951,2024-01-04 20:00:00,3,8,weak,0.6225024375087379,0.7416716246812494,14426.099406845182,607,84,29
150,20125,2024-01-04 20:00:00,3,7,weak,0.5251563387980186,0.7229599645183766,1331.6461917521285,47,21,1
154,22646,2024-01-04 20:00:00,3,10,weak,0.7075894724136546,0.16835616940872655,1155.066228840742,49,8,5
163,187150,2024-01-04 20:00:00,3,7,weak,0.5251563387980186,0.4877375559181053,6381.619629116622,252,86,8
168,20811,2024-01-04 20:00:00,3,12,medium,0.9303320079749579,0.6981665644013308,6934.111400720332,277,111,106
171,118477,2024-01-04 20:00:00,3,8,weak,0.6225024375087379,1.0,16366.013599399912,770,88,23
177,27630,2024-01-04 20:00:00,3,3,strong,1.5930503233038356,0.5960712798884158,2400.5119240200343,179,33,21
199,2514,2024-01-04 20:00:00,3,19,strong,1.342960220819816,0.7959558499450875,1939.6878175911406,157,17,25
102,8660,2024-01-04 20:00:00,3,19,strong,1.342960220819816,0.4598976898570536,1647.5428225105456,167,15,21
146,20906,2024-01-04 20:00:00,3,5,medium,1.1249184221693924,0.24023994718028258,3572.1442001770542,203,100,31
81,868084,2024-01-04 20:00:00,3,10,weak,0.7075894724136546,0.5057306916388533,24335.29035121083,1010,245,93
79,13681,2024-01-04 20:00:00,3,2,medium,0.9529304658240961,0.6964429743248732,2754.6780157152643,148,33,27
69,22107,2024-01-04 20:00:00,3,16,medium,0.8032338706120044,0.19465135358045493,664.5223112200082,33,5,1
1,53246,2024-01-04 20:00:00,3,12,medium,0.9303320079749579,0.2915697769084163,3831.3518345260272,166,73,54
3,88650,2024-01-04 20:00:00,3,13,weak,0.7605451499124486,0.46870051770427135,3882.9951485212923,302,34,8
4,115387,2024-01-04 20:00:00,3,6,medium,1.0485538432295316,0.448869840934877,40607.40532724056,1821,1180,114
7,7817,2024-01-04 20:00:00,3,9,weak,0.6458972338226908,0.9242227747283785,2467.791544187838,162,16,9
9,20478,2024-01-04 20:00:00,3,12,medium,0.9303320079749579,0.2842487696903906,1751.999739896429,69,32,18
18,84906,2024-01-04 20:00:00,3,12,medium,0.9303320079749579,0.5973241284231006,53649.6595278115,2707,964,674
19,110788,2024-01-04 20:00:00,3,4,weak,0.7170110626873821,0.4657402126661018,23619.732802584087,728,180,40
22,5821,2024-01-04 20:00:00,3,18,strong,1.3469450415996582,0.28498148193521694,255.22413773101974,9,1,2
24,75827,2024-01-04 20:00:00,3,14,weak,0.5660353019298114,0.6316643568794322,4117.976277826025,156,59,23
13,18878,2024-01-04 20:00:00,3,13,weak,0.7605451499124486,0.552463221595304,1267.4697985573625,107,14,2
31,9341,2024-01-04 20:00:00,3,15,medium,1.004973293027726,0.8402165550528754,4503.386417347033,356,116,50
25,31796,2024-01-04 20:00:00,3,13,weak,0.7605451499124486,0.6680072542470613,1750.2475047861149,145,20,3
60,42549,2024-01-04 20:00:00,3,12,medium,0.9303320079749579,0.620813094044045,1501.0696687140908,64,26,21
59,210451,2024-01-04 20:00:00,3,16,medium,0.8032338706120044,0.8761258578703245,48648.46308844096,2728,401,139
57,20111,2024-01-04 20:00:00,3,17,medium,1.1991848264382745,0.6968695631806039,3210.897081387123,147,19,23
61,70457,2024-01-04 20:00:00,3,15,medium,1.004973293027726,0.4766131057766375,15035.016778542324,1118,389,150
34,160482,2024-01-04 20:00:00,3,3,strong,1.5930503233038356,0.7313008850796175,14592.826156208406,944,196,115
33,21291,2024-01-04 20:00:00,3,3,strong,1.5930503233038356,0.8690352255045025,11680.748788211182,845,140,70
43,18942,2024-01-04 20:00:00,3,5,medium,1.1249184221693924,0.9059432531028533,12467.744279580977,627,319,86
112,13922,2024-01-05 20:00:00,4,5,medium,1.1249184221693924,0.3188713077181965,788.7504343920233,35,17,6
82,363829,2024-01-05 20:00:00,4,2,medium,0.9529304658240961,0.4019710016580739,74389.86677535476,4723,832,770
87,5163,2024-01-05 20:00:00,4,2,medium,0.9529304658240961,0.6109886726167014,4604.63162082369,293,49,47
88,19349,2024-01-05 20:00:00,4,17,medium,1.1991848264382745,0.01,124.04723773972503,6,0,0
89,94968,2024-01-05 20:00:00,4,12,medium,0.9303320079749579,0.9713748442084292,89778.26706742847,3733,1321,1008
96,65701,2024-01-05 20:00:00,4,6,medium,1.0485538432295316,0.6799998142493212,2129.428124586485,122,52,6
102,8660,2024-01-05 20:00:00,4,11,weak,0.6138917368153555,0.77572743922366,1007.7265142692952,25,11,5
107,72608,2024-01-05 20:00:00,4,10,weak,0.7075894724136546,0.6748170288968278,23046.30624652579,999,171,99
126,115928,2024-01-05 20:00:00,4,15,medium,1.004973293027726,0.8469135775250936,2250.71719208462,232,57,25
181,59508,2024-01-05 20:00:00,4,8,weak,0.6225024375087379,1.0,9673.581094784528,456,52,15
138,265860,2024-01-05 20:00:00,4,14,weak,0.5660353019298114,0.7939261904039911,66722.52939778962,2826,1020,398
141,133199,2024-01-05 20:00:00,4,18,strong,1.3469450415996582,0.8967769953954583,9806.320290523754,517,95,119
155,105669,2024-01-05 20:00:00,4,7,weak,0.5251563387980186,0.8723093322068641,2023.242210687029,92,31,2
158,231951,2024-01-05 20:00:00,4,18,strong,1.3469450415996582,0.8848320007987843,33796.541137782086,1485,262,293
166,111640,2024-01-05 20:00:00,4,15,medium,1.004973293027726,0.9175227516243596,18278.024708159224,1434,458,203
169,63166,2024-01-05 20:00:00,4,4,weak,0.7170110626873821,0.8432443386449069,4813.158695259608,119,30,6
178,4418,2024-01-05 20:00:00,4,7,weak,0.5251563387980186,0.43797648844263715,258.0815174203437,11,3,0
183,22072,2024-01-05 20:00:00,4,0,strong,1.6444421370419162,0.5730240964804437,7651.246032501903,903,292,189
81,868084,2024-01-05 20:00:00,4,13,weak,0.7605451499124486,0.7005167141064554,102301.02653634599,8478,1021,191
132,54557,2024-01-05 20:00:00,4,13,weak,0.7605451499124486,0.8711258541391341,5674.30018123105,502,64,9
80,65870,2024-01-05 20:00:00,4,4,weak,0.7170110626873821,0.4129485118953163,13290.950153791158,457,86,16
5,43262,2024-01-05 20:00:00,4,12,medium,0.9303320079749579,0.6434303497392218,7746.9132737160635,443,121,112
74,138485,2024-01-05 20:00:00,4,15,medium,1.004973293027726,0.4701282889742881,37604.85117961606,3444,909,438
75,28034,2024-01-05 20:00:00,4,14,weak,0.5660353019298114,0.8271165201648939,4911.674893985631,182,59,33
2,27900,2024-01-05 20:00:00,4,11,weak,0.6138917368153555,0.6676692667062062,5187.286752584703,139,75,28
12,16634,2024-01-05 20:00:00,4,18,strong,1.3469450415996582,0.01,143.48188197637353,5,1,1
13,18878,2024-01-05 20:00:00,4,13,weak,0.7605451499124486,0.8819050739062018,3472.249992716895,235,42,6
14,26269,2024-01-05 20:00:00,4,4,weak,0.7170110626873821,0.9478591172228877,4019.7021627845215,137,22,5
19,110788,2024-01-05 20:00:00,4,0,strong,1.6444421370419162,0.6419210805057387,35557.34590328982,5342,1073,820
22,5821,2024-01-05 20:00:00,4,14,weak,0.5660353019298114,0.4593671383395558,537.8720421439049,28,7,3
30,4010,2024-01-05 20:00:00,4,1,medium,0.9642066561450202,0.9454241946572781,1538.0661273972214,162,39,17
31,9341,2024-01-05 20:00:00,4,15,medium,1.004973293027726,0.01,69.77627336535757,5,2,0
16,86336,2024-01-05 20:00:00,4,13,weak,0.7605451499124486,0.5713350427532672,27008.88042294969,1887,303,47
44,148412,2024-01-05 20:00:00,4,18,strong,1.3469450415996582,0.4932781368153641,144202.16755615495,5635,1017,1520
55,25955,2024-01-05 20:00:00,4,3,strong,1.5930503233038356,0.6281767632955413,4206.432857451274,276,59,28
57,20111,2024-01-05 20:00:00,4,14,weak,0.5660353019298114,0.783644330798168,1200.4269804280527,62,16,8
58,4323,2024-01-05 20:00:00,4,4,weak,0.7170110626873821,0.7984204707526967,318.36239784567533,11,1,0
59,210451,2024-01-05 20:00:00,4,5,medium,1.1249184221693924,1.0,5412.931965667046,272,160,39
60,42549,2024-01-05 20:00:00,4,9,weak,0.6458972338226908,0.45971232187157396,5309.48587880798,339,35,24
61,70457,2024-01-05 20:00:00,4,1,medium,0.9642066561450202,0.26463454643541945,5134.340625659236,631,107,70
68,143810,2024-01-05 20:00:00,4,6,medium,1.0485538432295316,0.5689461241024505,39428.56653080746,1614,993,93
42,50038,2024-01-05 20:00:00,4,9,weak,0.6458972338226908,0.4770763581714791,3881.6686552231795,203,26,13
70,79525,2024-01-05 20:00:00,4,15,medium,1.004973293027726,0.6045326297999595,406.0867285629275,32,9,4
142,3751,2024-01-06 16:00:00,5,4,weak,0.7170110626873821,0.387056822577981,513.0782622847898,18,3,0
132,54557,2024-01-06 16:00:00,5,0,strong,1.6444421370419162,1.0,6685.206008718805,1111,198,145
129,20228,2024-01-06 16:00:00,5,17,medium,1.1991848264382745,0.5045263983537882,1861.19618061349,87,11,12
127,24031,2024-01-06 16:00:00,5,16,medium,0.8032338706120044,0.4044698233752834,1641.8945193563272,102,16,4
113,16534,2024-01-06 16:00:00,5,12,medium,0.9303320079749579,1.0,4180.647979538593,188,68,54
119,6786,2024-01-06 16:00:00,5,14,weak,0.5660353019298114,0.4345991217728027,2352.8500553139215,121,35,17
115,8434,2024-01-06 16:00:00,5,17,medium,1.1991848264382745,0.5128499354833335,604.4215093007418,34,4,3
146,20906,2024-01-06 16:00:00,5,10,weak,0.7075894724136546,0.5387567124789319,19028.395626849953,744,141,64
126,115928,2024-01-06 16:00:00,5,12,medium,0.9303320079749579,1.0,25736.239192350968,1071,465,292
155,105669,2024-01-06 16:00:00,5,19,strong,1.342960220819816,1.0,9577.400492149178,826,110,119
198,103349,2024-01-06 16:00:00,5,13,weak,0.7605451499124486,0.9675260096063192,27225.19228150225,1923,307,52
166,111640,2024-01-06 16:00:00,5,5,medium,1.1249184221693924,0.45235284134572773,5615.171662708408,247,170,41
167,48540,2024-01-06 16:00:00,5,9,weak,0.6458972338226908,0.474073973588178,30921.845458375108,1839,233,140
181,59508,2024-01-06 16:00:00,5,8,weak,0.6225024375087379,0.8181757677304639,5337.804079030378,270,35,7
186,9043,2024-01-06 16:00:00,5,13,weak,0.7605451499124486,0.6323454634052037,532.0588748850402,38,5,1
191,48997,2024-01-06 16:00:00,5,10,weak,0.7075894724136546,0.5943688575855626,7397.2914664924,346,68,32
192,51263,2024-01-06 16:00:00,5,8,weak,0.6225024375087379,0.6627347730995363,4620.501874451836,199,32,7
194,21617,2024-01-06 16:00:00,5,13,weak,0.7605451499124486,0.8217401937050278,3694.5623161731855,309,34,8
195,17183,2024-01-06 16:00:00,5,7,weak,0.5251563387980186,0.6973168786293885,2404.1190850887315,97,31,2
107,72608,2024-01-06 16:00:00,5,13,weak,0.7605451499124486,0.5355027472087746,31410.302015553854,2740,310,58
159,45894,2024-01-06 16:00:00,5,18,strong,1.3469450415996582,0.6774979719935883,24990.954048790423,1082,252,266
99,16063,2024-01-06 16:00:00,5,4,weak,0.7170110626873821,0.5419054156394331,1406.352753983111,51,9,2
163,187150,2024-01-06 16:00:00,5,14,weak,0.5660353019298114,0.21013891404049734,4245.489826359262,182,60,25
93,122922,2024-01-06 16:00:00,5,4,weak,0.7170110626873821,0.7495627433994556,19063.84484300121,658,139,27
3,88650,2024-01-06 16:00:00,5,10,weak,0.7075894724136546,0.6104017589053009,18131.07648672895,847,170,58
13,18878,2024-01-06 16:00:00,5,0,strong,1.6444421370419162,0.599407737108746,5011.614689956501,670,203,105
20,199706,2024-01-06 16:00:00,5,8,weak,0.6225024375087379,0.6455086297148439,2893.42612320415,153,18,4
23,28342,2024-01-06 16:00:00,5,16,medium,0.8032338706120044,0.4334125957060628,1912.881041350113,90,16,5
26,75760,2024-01-06 16:00:00,5,2,medium,0.9529304658240961,1.0,1640.8354537304535,111,18,15
27,16632,2024-01-06 16:00:00,5,18,strong,1.3469450415996582,1.0,1187.7290166193468,65,10,12
29,57570,2024-01-06 16:00:00,5,10,weak,0.7075894724136546,0.6034488486755581,13718.014967486868,678,118,48
30,4010,2024-01-06 16:00:00,5,1,medium,0.9642066561450202,0.6062206692061821,29.487311336137807,3,0,0
94,235754,2024-01-06 16:00:00,5,19,strong,1.342960220819816,0.423507987304669,26097.5436326983,2164,288,261
38,41602,2024-01-06 16:00:00,5,4,weak,0.7170110626873821,1.0,3914.266858848838,102,25,5
10,78782,2024-01-06 16:00:00,5,3,strong,1.5930503233038356,0.067770757019675,6381.584906453028,362,71,46
41,53123,2024-01-06 16:00:00,5,1,medium,0.9642066561450202,0.8372060040497991,109884.74754466432,10549,2257,1495
39,187607,2024-01-06 16:00:00,5,0,strong,1.6444421370419162,0.6566704053663609,44267.57277358085,6147,1476,1084
81,868084,2024-01-06 16:00:00,5,12,medium,0.9303320079749579,0.6291194337558565,52574.72137255734,2289,841,557
76,50618,2024-01-06 16:00:00,5,9,weak,0.6458972338226908,0.13373217819713143,6888.113259629447,398,53,27
