rolling_weighted_median,rolling_volatility,posting_frequency,cluster_entropy,cluster_id,posting_time_bucket,content_quality,survived,account_id,follower_count,timestamp,reach_24h,cluster_tier,likes,comments,likes_1h,likes_3h,likes_6h,comments_1h,comments_3h,comments_6h
7397.2914664924,0.0,0.0,0.0,1,3,1.0,1,63,33231,2024-01-08 18:00:00,17962.3741623237,medium,1574,330,499,843,1304,65,208,307
89778.26706742847,0.0,1.0,0.0,18,3,0.47994746372465796,0,64,49688,2024-01-08 18:00:00,35094.748878917235,strong,1730,332,539,1027,1504,102,211,220
13692.040535132192,0.0,1.0,0.0,5,3,0.01,0,84,124910,2024-01-08 18:00:00,624.1304099771208,medium,32,18,7,17,24,4,8,16
24990.954048790423,0.0,0.0,0.0,18,3,1.0,1,35,131995,2024-01-08 18:00:00,149079.6375573753,strong,7337,1297,2098,5167,7972,643,1086,1086
20495.033492631705,0.0,1.0,0.0,13,3,0.7596618437015779,0,79,13681,2024-01-08 18:00:00,702.8163976245405,weak,46,6,11,18,30,1,3,4
1750.2475047861149,0.0,1.0,0.0,18,3,0.6823825120615612,1,137,30430,2024-01-08 18:00:00,9766.155115836053,strong,505,69,173,249,511,16,70,70
2754.6780157152643,0.0,1.0,0.0,7,3,0.511117356359095,1,85,23367,2024-01-08 18:00:00,4427.129583280356,weak,161,65,21,51,109,22,39,39
4335.469439091299,0.0,1.0,0.0,12,3,0.0793687097064444,0,0,65910,2024-01-08 18:00:00,3261.7845845949782,medium,126,56,29,71,91,16,33,44
28983.950923256678,722.5149291709122,3.0,1.0986122883681095,3,3,1.0,0,123,15688,2024-01-08 18:00:00,8234.192368809938,strong,511,122,145,355,448,29,96,109
53649.6595278115,0.0,0.0,0.0,2,3,0.1720003265600329,0,120,44416,2024-01-08 18:00:00,4238.122333359723,medium,260,52,41,129,181,10,27,35
7746.9132737160635,0.0,1.0,0.0,14,3,0.484567184256072,1,94,235754,2024-01-08 18:00:00,12920.991753201053,weak,570,179,82,279,463,34,122,178
27785.964879128813,0.0,0.0,0.0,17,3,0.6798724657933192,0,110,3125,2024-01-08 18:00:00,1667.1361035056102,medium,85,12,14,36,57,2,3,9
133830.4966732121,0.0,0.0,0.0,12,3,0.8708930423007738,0,95,89316,2024-01-08 18:00:00,11362.497599674334,medium,442,186,153,215,598,62,104,120
13718.014967486868,0.0,1.0,0.0,2,3,0.628221477538139,0,143,32520,2024-01-08 18:00:00,2202.7704060624505,medium,128,28,38,84,119,8,12,18
2697.07827082407,1758.2218289318287,3.0,1.0986122883681095,1,3,0.44191029267194015,0,113,16534,2024-01-08 18:00:00,2609.6640629817293,medium,259,64,110,165,234,25,35,71
19558.781735834917,182.5979375082693,2.0,0.6931471803599453,0,3,0.4740445700834079,0,149,11601,2024-01-08 18:00:00,11276.199248396408,strong,1898,450,720,1136,1817,162,256,388
14508.339293203404,21568.01936849374,3.0,0.6365141680948128,8,3,0.8246580216430747,0,198,103349,2024-01-08 18:00:00,3794.8797339989515,weak,225,29,62,120,123,6,9,24
1912.881041350113,0.0,1.0,0.0,16,3,0.5590845278114162,0,124,6174,2024-01-08 18:00:00,28.651126674203194,medium,1,0,0,0,0,0,0,0
20686.04952218785,17235.481603480006,2.0,0.6931471803599453,17,3,0.8583747395066459,1,159,45894,2024-01-08 18:00:00,35865.23575625779,medium,1958,244,412,913,1176,24,126,163
2915.406075316721,2747.4118851398025,3.0,0.6365141680948128,0,3,0.8892054501001956,1,171,118477,2024-01-08 18:00:00,16965.33232444383,strong,2064,682,565,1425,2042,159,456,626
1687.1151212443533,0.0,1.0,0.0,9,3,0.1497554458467796,1,175,217859,2024-01-08 18:00:00,3907.0905965547313,weak,237,30,39,98,129,3,11,15
36591.30424639394,0.0,1.0,0.0,12,3,1.0,0,180,6413,2024-01-08 18:00:00,2888.8788488118744,medium,130,39,30,70,100,8,37,39
17237.23423121821,4295.8598631775,2.0,0.6931471803599453,3,3,0.8812354361604946,0,185,12498,2024-01-08 18:00:00,4909.899377152636,strong,290,72,53,148,301,13,47,62
4911.674893985631,0.0,1.0,0.0,6,3,0.8276535491142696,1,191,48997,2024-01-08 18:00:00,19595.273469190066,medium,840,527,288,444,663,134,208,525
37860.78036569302,40228.52666691813,2.0,-1.000000082690371e-10,12,3,0.5371378964093715,0,89,94968,2024-01-08 18:00:00,9299.55324098289,medium,470,156,93,233,333,31,78,117
3881.6686552231795,9685.220865468451,2.0,0.6931471803599453,15,3,0.4743027963130563,1,158,231951,2024-01-08 18:00:00,6067.638013381896,medium,618,124,125,277,486,9,45,82
